aX,aY,aZ,Gx,Gy,Gz
-0.933,-14.422,0.038,122.803,95.459,-84.229
-0.584,-13.915,-0.641,151.123,81.848,31.799
-1.943,-13.379,-2.23,174.805,53.528,-95.52
-0.842,-15.293,-3.57,213.867,41.748,-165.466
-1.067,-7.317,-3.531,218.384,41.809,-259.399
0.311,-2.952,-4.441,189.575,66.162,-279.907
1.608,-2.68,-3.56,160.584,89.417,-173.706
2.407,-3.594,-2.622,126.099,102.234,-120.422
2.991,-4.273,-2.139,82.642,108.765,-157.715
3.048,-5.201,-2.775,44.739,117.737,-163.574
2.924,-4.058,-2.838,-9.705,121.46,-145.508
4.058,-2.866,-3.335,-64.758,126.099,-144.348
2.589,-2.216,-1.311,-112.976,114.868,-246.094
1.192,-2.67,-3.024,-121.338,83.923,-380.737
1.66,-7.738,-4.398,-87.646,55.42,-330.2
3.091,-3.603,-3.311,-25.269,74.829,-157.898
1.268,-1.794,-4.852,27.039,93.994,-21.729
-3.096,-0.756,-3.33,56.152,84.473,-33.569
-3.756,2.637,-1.536,29.602,53.284,-162.842
-2.737,3.072,-0.603,-3.967,29.175,-116.638
-2.862,1.421,-0.459,-27.039,5.676,17.517
-1.56,0.737,-0.282,-30.334,-5.676,121.948
1.182,-0.871,1.713,-18.921,-5.066,230.896
0.699,-2.823,2.436,5.493,-4.211,208.923
-0.225,-2.369,2.68,28.87,-8.911,163.818
-2.297,-4.599,2.517,56.58,-30.762,111.145
0.0,-4.402,-3.206,108.765,-22.705,28.137
-2.053,-1.244,-0.632,122.498,-36.804,-106.018
0.579,4.857,1.249,82.886,-22.156,-208.435
0.474,4.656,0.498,32.654,-0.61,-108.826
-0.12,3.273,0.067,-23.926,16.663,44.922
-0.211,2.22,0.067,-53.894,25.146,65.063
0.029,1.522,0.368,-61.646,31.738,29.846
0.445,1.077,0.502,-45.776,36.804,2.991
-0.067,0.861,0.498,-21.79,40.71,-3.235
-0.211,1.024,0.541,12.634,41.199,5.798
-0.67,0.206,0.828,41.748,38.391,-5.432
-1.048,1.01,1.101,73.242,30.701,-39.612
0.809,2.364,2.043,91.248,36.316,-33.325
2.125,2.531,2.077,96.619,51.514,12.756
2.034,1.976,2.565,96.436,67.2,41.931
1.68,0.598,2.196,95.825,77.393,28.564
1.125,-0.062,2.455,104.065,83.923,16.296
0.876,-0.55,2.196,118.042,85.51,-13.794
-0.086,-3.871,1.555,142.029,84.534,-13.367
-2.22,-4.699,-0.057,179.871,70.435,20.569
-1.823,-3.436,-0.732,199.463,52.185,41.26
0.45,-2.177,-0.919,200.501,38.086,45.898
-0.847,-1.995,-1.316,183.777,28.809,4.333
-2.038,-0.794,-2.522,159.485,23.254,-15.686
-0.536,-0.421,-2.608,128.052,23.926,53.406
-0.689,-0.077,-1.699,94.727,23.865,59.143
-0.239,0.526,-0.971,58.105,24.841,13.123
-0.062,0.823,-1.196,34.058,28.931,-2.014
-1.407,1.412,-1.225,20.264,27.71,-10.864
-1.397,0.345,-1.814,11.353,22.827,-3.418
-0.632,0.182,-1.895,7.446,21.057,7.996
-0.608,0.493,-1.622,-0.305,16.541,3.845
-0.364,1.608,-1.794,-13.672,9.949,-3.906
-0.593,0.943,-1.737,-26.489,0.183,-15.137
-0.211,0.464,-1.014,-35.706,-15.015,-21.851
1.598,0.857,-0.88,-43.518,-25.024,4.395
0.919,-0.622,-1.34,-49.988,-39.063,26.245
-2.211,-0.723,-2.809,-58.655,-65.979,-3.662
-9.805,-3.694,-6.412,-62.073,-114.38,1.16
4.905,3.575,0.909,-83.618,-100.83,49.011
1.928,-0.536,-1.613,-107.849,-86.06,88.074
0.804,-4.584,-2.072,-118.042,-58.411,101.624
0.234,-2.804,-1.66,-130.066,-39.917,71.106
1.077,-2.474,-0.775,-147.888,-24.048,78.369
1.091,-2.469,-0.536,-176.148,-4.395,83.069
1.775,-2.948,2.517,-196.777,8.24,72.876
3.627,-3.713,4.948,-209.29,14.465,39.368
1.029,-3.938,5.862,-208.191,-1.526,-68.176
-1.287,-1.407,5.513,-194.275,-44.189,-101.379
-0.124,0.938,4.177,-164.246,-75.684,16.663
0.766,1.22,2.967,-143.066,-78.43,144.714
1.646,1.809,4.603,-120.972,-75.5,209.595
3.321,2.024,3.857,-103.149,-68.054,181.335
4.354,1.857,1.077,-78.064,-61.035,141.113
1.349,-0.086,-0.818,-38.025,-69.458,89.783
1.732,0.708,0.196,-13.611,-73.303,33.447
4.254,2.842,0.349,-3.662,-57.373,34.119
4.087,2.905,-1.727,-21.301,-20.996,27.283
2.637,2.747,-1.325,-50.476,11.719,-32.043
1.914,2.043,-0.311,-78.674,47.668,-38.33
0.56,1.766,-0.297,-88.013,65.308,-45.227
-1.694,0.904,-0.191,-76.538,59.204,-71.533
-1.445,-0.402,2.283,-40.344,39.673,-51.697
-0.005,-4.986,-0.522,8.728,26.245,-31.738
-3.584,-4.895,0.23,62.439,6.348,-16.602
-1.656,-3.22,-1.192,96.375,-6.348,-18.677
-1.526,1.01,1.895,82.825,-0.488,-15.137
-0.627,1.651,-0.421,27.344,28.625,78.735
-0.727,0.426,-2.043,-28.381,59.753,87.891
-0.799,-0.493,-2.79,-64.209,89.844,27.832
-2.082,-0.55,-2.723,-63.171,99.121,-7.751
-1.215,-1.751,-3.307,-34.851,94.727,-7.385
-0.809,-1.704,-2.177,5.432,78.735,-27.649
-0.928,-0.603,-2.058,37.537,59.082,-56.396
-2.622,-0.206,-1.354,78.613,32.898,-71.838
-1.637,-0.172,-2.263,105.896,17.822,-62.378
3.383,5.8,0.311,78.613,31.677,-36.56
3.307,5.929,-1.991,-4.944,68.97,-43.762
1.991,4.024,-1.072,-73.608,97.839,-23.376
-0.928,1.225,-0.239,-97.168,116.638,68.359
-2.096,-2.445,0.23,-67.444,109.192,99.67
-0.904,-4.479,-0.579,-5.432,82.947,75.256
-2.55,-4.809,-0.857,64.209,33.875,3.967
-2.507,-3.819,-3.531,112.732,-4.517,-88.257
0.756,0.335,-1.316,120.361,-3.967,-61.829
3.029,2.943,-0.11,67.932,24.536,98.328
1.211,-1.531,-1.196,-16.052,56.335,76.416
-0.689,-4.809,-1.613,-48.523,56.763,40.527
-0.488,-5.852,-2.751,-35.767,33.02,21.484
-1.177,-3.704,-2.723,-5.066,-4.639,56.885
-0.952,-3.809,-3.106,22.583,-39.124,67.505
0.536,-1.33,-5.106,33.63,-71.838,11.719
3.732,0.622,-3.57,5.493,-56.885,110.23
4.005,-0.885,-3.78,-38.086,-21.179,168.579
3.986,-3.177,-4.359,-71.777,11.658,83.008
4.02,-3.795,-5.316,-69.275,25.452,62.622
2.862,-2.919,-4.536,-49.805,17.761,12.756
0.88,-2.809,-4.288,-25.94,-6.409,-49.927
3.063,0.536,-3.852,-12.268,-12.146,-71.777
6.982,0.608,-2.388,-0.732,33.752,-8.118
10.853,-1.416,-1.019,13.794,113.403,-23.315
9.948,-2.728,-0.455,45.044,220.276,-151.367
9.293,-7.446,-2.402,116.943,325.806,-143.311
6.417,-9.455,-4.484,190.186,392.395,-192.017
2.129,-10.489,-4.579,263.184,445.19,-223.145
4.067,-10.322,0.048,321.594,489.685,-184.265
15.978,-22.974,16.399,438.66,557.19,23.438
33.429,-60.681,45.976,723.267,510.803,1.221
-122.825,-17.676,49.565,867.981,-121.521,-566.956
-150.886,-39.181,-2.373,690.43,-1878.235,474.426
-38.43,-30.29,-10.422,-237.366,-1586.548,1711.853
-55.704,-40.272,49.459,-284.668,-1999.451,182.312
-24.663,45.043,38.3,516.663,-1566.895,6.348
14.834,42.837,10.408,226.685,-1113.77,610.474
7.872,23.299,12.872,156.067,-539.429,337.341
5.78,16.26,11.853,56.763,-184.021,807.129
19.61,-7.015,11.614,-45.898,97.046,507.324
8.896,-2.833,7.096,-174.316,265.076,-121.399
4.417,-5.422,-1.244,-199.951,370.239,250.488
5.173,-1.445,3.675,-59.082,436.585,222.473
2.809,-2.469,5.393,-62.256,381.592,-258.667
-3.89,-10.346,3.689,64.819,324.219,126.282
-7.235,-11.499,1.431,269.531,170.288,195.618
4.029,-12.03,1.34,413.818,64.026,-40.344
0.837,-10.298,-2.771,532.105,9.644,-31.799
0.876,-10.101,-6.34,602.661,-24.353,-54.688
-6.862,-20.399,-13.02,692.871,-61.401,-108.643
-8.652,-12.47,-20.964,736.267,-46.387,-375.916
3.46,-10.216,-2.608,710.205,97.9,-282.898
1.814,-13.843,-1.814,627.197,151.428,-106.506
-0.636,-16.667,-0.56,505.249,191.528,-493.591
-1.861,-11.805,0.746,337.463,253.052,-459.29
2.914,-9.972,1.479,251.587,220.032,-88.623
6.264,-9.231,0.914,193.726,171.692,-95.52
7.628,-7.699,0.005,127.869,144.959,-170.776
6.441,-7.374,-0.23,92.163,130.127,-127.808
6.254,-4.742,-1.014,62.5,111.877,-52.856
7.029,-3.78,-1.617,31.25,91.98,-35.95
7.412,-2.766,-1.565,6.836,79.346,-57.556
7.594,-2.254,-1.708,-15.137,71.289,-86.304
6.809,-2.402,-0.904,-24.963,65.979,-92.224
5.067,-0.861,0.033,-34.18,55.176,-126.526
1.397,0.785,0.574,-40.527,30.396,-161.682
-0.278,1.014,1.503,-27.893,9.033,-77.087
-1.072,0.378,2.967,-2.441,-13.0,15.625
-3.067,0.292,3.177,17.273,-39.917,-19.897
-7.355,-3.531,0.067,57.495,-82.642,-20.447
-10.221,-7.01,-4.087,108.46,-130.432,9.583
0.445,3.168,0.919,105.774,-123.535,20.081
-2.761,3.244,-1.574,52.429,-89.478,-64.148
-6.178,1.34,-0.866,7.019,-70.435,-133.667
-4.173,0.995,-0.526,-26.672,-41.748,10.864
-3.929,1.55,-1.718,-60.059,-22.034,37.537
-3.33,1.125,-1.852,-74.829,-12.268,19.043
-2.675,-0.402,-2.527,-66.895,-6.958,42.419
-1.364,-0.378,-2.991,-49.744,-6.531,47.974
-0.866,0.502,-2.493,-30.823,-10.01,-4.761
-1.436,0.273,-1.641,-7.935,-18.982,-50.415
-1.369,1.498,-1.871,12.146,-26.489,-48.523
-1.775,1.637,-0.493,31.128,-34.485,-23.804
-0.512,-0.091,2.311,48.096,-37.109,17.639
1.57,-0.928,5.029,63.843,-32.776,59.021
0.574,-1.761,2.292,71.472,-30.396,51.88
1.024,1.239,0.435,62.744,-28.503,9.033
-0.828,5.106,2.35,33.142,-24.292,-53.833
0.258,4.622,2.775,17.822,-14.221,-3.418
2.751,2.302,2.115,21.973,9.277,91.125
2.321,1.723,2.101,32.166,22.827,36.316
-0.675,3.397,1.713,39.368,21.484,-40.771
-0.909,2.101,1.125,59.875,19.287,-4.089
0.517,1.651,1.172,80.505,21.484,50.476
1.019,3.244,1.804,88.623,25.269,15.503
1.148,0.742,2.015,102.478,34.607,19.836
1.593,-0.402,1.823,120.85,43.091,52.551
1.426,0.603,1.742,129.395,47.485,10.986
2.105,-1.297,2.129,136.108,54.382,4.456
1.833,-3.311,0.957,153.503,59.814,26.733
0.421,-3.354,0.249,165.222,52.612,-2.563
-0.44,-4.048,-0.048,173.096,42.114,-11.597
-0.354,-3.139,-0.416,174.072,28.87,-12.878
-0.431,-2.134,-1.297,164.307,17.761,-19.47
-1.464,-1.756,-2.622,143.677,3.296,-25.391
-2.694,-0.785,-2.105,110.718,-14.832,-40.222
-1.33,-0.096,-2.053,76.843,-22.461,-30.212
-1.924,0.129,-1.794,35.156,-26.855,-21.912
-2.388,0.713,-1.732,-2.38,-28.931,-28.625
-2.464,2.235,-1.818,-46.57,-25.208,2.502
-2.728,0.555,-1.957,-77.881,-19.592,68.237
-2.594,0.12,-2.273,-95.825,-15.503,74.524
-1.67,-0.536,-0.986,-110.169,-15.991,42.725
0.349,-1.924,-0.345,-112.122,-13.428,63.049
3.096,-1.546,-0.589,-113.281,-11.78,54.81
-2.89,-0.431,-0.005,-126.343,-36.804,16.602
-6.747,-3.225,-4.637,-127.197,-63.782,47.546
-0.828,-0.373,-1.708,-129.883,-79.834,100.159
4.005,-0.421,-0.287,-146.057,-75.439,73.425
0.766,-3.464,0.498,-149.597,-67.444,63.599
0.531,-2.632,-0.464,-145.569,-41.809,134.949
0.828,-1.593,-0.172,-151.184,-15.198,145.142
2.775,-2.627,1.287,-159.302,10.803,92.346
3.407,-2.933,3.842,-161.438,34.363,66.711
3.307,-1.373,3.23,-166.626,43.518,15.93
3.053,-0.459,5.096,-169.617,40.955,-5.432
1.637,2.019,4.737,-174.133,20.02,-47.363
1.254,2.464,4.048,-165.161,-8.545,-9.094
0.1,1.412,4.948,-154.907,-35.706,-18.066
1.503,2.373,2.239,-139.771,-49.438,-10.986
0.364,1.876,0.77,-115.967,-68.97,3.906
3.871,-1.22,1.11,-91.125,-63.66,14.954
2.378,2.675,1.148,-67.81,-53.467,3.479
-1.158,2.876,0.842,-55.786,-60.486,-0.549
0.488,3.287,0.105,-43.457,-59.998,7.813
-0.278,2.239,0.038,-28.503,-57.007,10.864
1.565,2.326,0.967,-9.277,-48.218,37.537
1.225,-0.359,0.134,23.254,-26.123,96.985
-0.455,0.124,0.043,47.18,-14.038,102.478
0.77,3.153,1.177,52.307,0.916,53.955
0.388,1.838,1.871,38.879,20.508,-37.537
2.546,-0.818,0.799,32.532,49.011,-13.123
0.019,-1.412,1.904,16.663,77.393,-38.94
-1.78,-1.871,1.57,3.357,90.698,-42.908
-1.933,-3.354,-1.287,8.118,100.403,17.334
-2.431,-2.905,-2.034,17.517,94.971,-24.353
-3.273,-1.048,-1.603,22.339,80.017,-63.416
-3.063,-1.105,-1.995,38.025,63.66,-35.278
-3.134,-1.172,-3.273,51.086,47.791,-23.254
-0.785,2.029,-2.775,37.598,44.983,-27.222
0.531,4.0,-2.9,-7.385,68.176,15.137
1.579,2.962,-1.9,-39.917,97.839,86.975
1.613,0.574,-1.005,-45.41,123.718,109.497
0.531,-1.943,-0.928,-23.804,121.765,61.401
-1.546,-3.752,-0.431,13.794,94.788,-37.903
-1.938,-3.613,-0.321,60.303,58.044,-93.323
-2.239,-4.359,-1.498,108.032,29.663,-106.384
0.909,-0.359,-0.392,125.366,24.902,-87.585
1.378,3.828,-0.847,75.378,46.936,-54.565
2.474,2.823,-1.0,-15.686,85.754,51.209
0.928,-0.627,-0.746,-68.054,103.394,78.796
-1.034,-3.297,-1.01,-64.148,86.548,69.031
-2.239,-5.45,-2.105,-18.921,39.246,105.408
-5.096,-6.632,-2.44,24.963,-19.836,111.45
1.038,-1.814,-2.804,37.17,-65.369,74.646
5.91,0.234,-2.354,-10.498,-32.471,153.076
5.225,-0.44,-2.967,-69.519,17.273,165.222
2.225,-3.699,-3.962,-102.112,45.288,84.473
1.077,-3.689,-5.077,-97.107,30.762,73.242
0.316,-4.278,-5.326,-68.726,-5.31,94.238
-0.828,-6.422,-5.623,-33.142,-56.519,48.523
1.919,-2.881,-5.326,-15.259,-87.036,-34.546
5.584,0.402,-4.173,-12.024,-70.435,20.02
6.781,-0.345,-3.953,-20.264,-25.574,46.692
8.436,-2.905,-3.991,-14.099,43.274,-66.956
8.35,-2.11,-3.206,19.287,121.948,-137.512
7.321,-4.474,-3.383,75.562,190.43,-139.221
6.709,-7.68,-4.053,162.964,267.212,-191.65
5.785,-8.159,-4.13,228.088,330.811,-234.802
5.249,-9.02,-4.316,284.851,401.794,-237.61
4.264,-10.858,-1.603,337.402,476.99,-234.192
13.824,-24.935,12.705,437.866,566.345,-39.124
22.902,-69.787,52.254,757.263,527.1,137.573
-119.107,-17.873,48.77,822.449,-166.87,-875.305
-151.479,-20.337,-8.293,504.7,-1911.011,535.461
-23.064,-47.115,-23.653,-73.547,-1644.165,1210.754
-14.547,-61.111,37.97,-666.748,-1828.064,3.357
24.079,18.48,44.368,-241.455,-1259.888,299.622
10.92,37.697,24.778,-597.778,-687.561,673.584
10.91,-2.799,21.026,-815.308,-167.053,327.942
9.666,-30.659,21.806,-593.933,-11.658,175.598
9.427,-23.725,34.223,-325.44,-10.498,-77.759
5.01,5.498,38.023,-125.855,-35.767,-173.828
-0.11,11.623,29.247,-32.837,-60.913,-84.351
1.163,0.852,19.992,75.134,-83.801,-2.93
3.57,-4.412,14.379,174.316,-95.581,4.211
3.598,-12.24,7.474,255.127,-102.295,-20.752
4.608,-9.996,1.689,332.336,-101.807,-85.571
2.35,-8.254,-2.168,372.437,-82.092,-168.579
2.038,-4.412,-2.249,396.24,-38.818,-202.515
0.943,-6.063,-4.082,397.095,17.456,-282.715
0.431,-3.603,-3.019,374.268,79.773,-352.722
-1.029,-5.867,-4.326,322.693,146.301,-341.553
1.096,-8.245,-4.809,286.072,176.575,-300.537
0.01,-9.441,-3.866,245.056,194.763,-358.154
0.22,-8.623,-2.029,228.027,200.562,-251.16
3.924,-12.446,-1.536,252.38,204.773,-125.0
2.981,-14.509,-1.603,306.335,189.087,-114.807
-0.12,-13.116,-2.44,340.82,173.828,-197.083
2.914,-10.264,-3.101,344.788,172.241,-233.521
3.675,-10.336,-2.67,319.763,175.232,-226.502
-0.043,-10.451,-1.909,269.653,170.898,-318.481
2.474,-6.068,-1.938,208.374,167.542,-165.039
2.68,-4.67,-1.928,163.391,141.724,-16.357
3.78,-5.795,-2.909,113.953,103.943,-37.415
3.996,-6.493,-2.991,82.092,78.186,-91.125
3.857,-5.536,-3.871,63.599,64.88,-136.047
3.531,-4.809,-3.713,49.316,59.57,-127.075
2.594,-3.761,-3.263,35.584,56.641,-120.972
1.952,-2.771,-2.574,16.846,50.842,-131.836
1.617,-2.11,-1.57,-3.479,44.922,-138.428
0.378,-2.33,2.062,-19.775,36.194,-142.578
-0.373,-1.742,3.168,-28.87,23.987,-126.16
-1.163,-0.651,2.388,-21.973,11.169,-67.81
-2.426,-0.665,-0.498,6.714,-4.089,30.334
-2.828,-2.909,-0.569,46.997,-28.931,75.806
-3.742,-3.369,0.345,77.148,-56.152,17.456
1.359,2.187,0.866,88.623,-58.96,-51.025
3.048,5.302,0.804,68.359,-33.569,-38.269
0.105,5.307,-0.278,23.743,-7.507,-54.626
-1.168,3.642,-0.22,-5.493,4.395,-28.076
-0.354,2.168,-0.56,-10.315,12.939,29.114
0.981,2.68,-0.024,-4.822,26.672,57.068
1.383,0.703,0.306,12.634,39.368,43.884
2.211,-1.034,1.412,41.626,53.162,3.479
1.168,-0.057,3.086,65.674,64.575,-50.232
0.967,-2.364,3.043,90.698,72.571,-23.499
0.584,-2.058,2.56,125.488,73.914,21.667
-0.627,-0.105,2.038,138.916,64.697,-19.47
-1.263,1.412,1.924,141.663,54.993,-51.025
0.191,-2.761,0.871,164.307,52.979,55.786
-0.167,-4.551,0.359,186.157,41.138,94.177
-1.751,-2.641,-1.0,191.162,18.433,19.043
-2.536,-1.091,-1.421,182.251,2.014,-23.376
-1.656,-1.608,-1.866,172.241,-7.568,25.696
-1.215,-2.297,-2.594,158.142,-14.404,66.895
-1.838,0.254,-2.11,131.104,-19.348,25.696
-1.833,0.78,-1.598,95.703,-16.479,17.7
-1.034,0.345,-0.756,71.594,-7.629,63.354
-0.412,0.837,-1.077,42.725,3.784,42.908
-0.9,0.469,-1.273,18.921,15.198,-1.77
-0.981,1.134,-1.369,6.348,23.071,4.211
-0.991,0.656,-2.354,-6.226,27.527,12.268
-1.211,-0.809,-2.766,-10.803,25.085,2.93
-0.694,0.072,-2.996,-21.057,19.165,-33.447
-0.062,0.364,-3.441,-34.485,16.663,-17.7
-0.574,0.048,-3.216,-47.058,11.536,5.554
0.699,-1.292,-2.158,-62.012,4.517,8.972
1.675,-1.402,-1.431,-74.707,-0.549,-13.367
0.962,-1.708,-1.555,-86.182,-13.062,-31.86
-0.876,-1.737,-2.034,-92.529,-33.02,-26.123
0.115,-3.192,-0.656,-92.59,-43.03,10.742
1.335,-1.421,0.287,-97.778,-45.532,28.381
1.158,0.23,1.316,-117.065,-44.373,9.888
0.158,1.12,1.287,-150.94,-45.288,-25.879
-1.005,0.268,0.555,-173.035,-50.11,10.254
0.029,-0.053,1.479,-184.387,-45.593,75.256
0.134,-0.646,0.77,-192.2,-36.011,100.647
0.359,-2.421,1.134,-189.087,-28.809,98.389
1.756,-3.747,2.981,-177.124,-19.836,85.327
2.153,-2.876,3.79,-164.124,-14.587,72.327
1.034,-1.373,4.335,-158.447,-14.709,69.031
0.703,0.081,2.651,-156.616,-23.254,27.771
1.086,0.139,2.249,-150.452,-30.212,34.607
1.091,0.368,2.22,-138.245,-34.424,68.604
2.172,0.957,2.043,-125.671,-34.546,84.29
2.12,1.024,0.569,-112.061,-31.372,94.299
2.527,-0.321,0.431,-89.844,-31.494,93.201
1.512,0.325,0.263,-71.228,-32.349,58.899
1.024,0.029,-0.656,-48.889,-38.879,13.428
1.316,2.268,-0.598,-30.762,-33.752,20.02
2.78,4.273,0.512,-32.166,-18.616,47.363
2.283,1.794,0.34,-40.894,2.93,13.489
2.517,1.747,0.785,-42.48,15.93,-24.597
1.895,1.613,1.57,-44.067,35.461,-37.659
0.416,1.45,2.187,-42.664,41.26,-46.936
-0.756,0.574,1.421,-34.241,40.405,-39.49
-1.737,-0.493,1.866,-14.709,33.203,-25.574
-0.684,-1.89,1.57,11.536,30.212,12.39
-0.66,-2.857,-0.263,37.231,28.992,10.681
-1.043,-2.335,-0.828,35.95,28.015,-72.449
-2.034,-0.086,-1.531,12.024,33.936,-80.505
-2.598,0.751,-1.282,-23.499,44.861,8.789
-1.182,-0.479,-2.421,-37.354,56.58,85.693
0.866,-1.785,-3.125,-31.189,67.749,73.73
0.225,-1.526,-2.503,-13.245,62.561,-26.306
-0.981,-0.713,-1.871,7.202,47.913,-72.083
-2.005,-0.345,-1.622,36.072,29.602,-60.73
-1.029,0.306,-1.531,49.438,19.714,-35.706
1.952,1.842,-0.833,32.593,33.386,13.489
2.397,2.015,-0.392,-10.437,61.768,27.161
1.402,0.234,-0.292,-29.541,83.313,59.204
1.125,-2.292,0.005,-13.794,92.896,73.059
0.053,-2.737,-0.684,13.428,80.017,10.376
-2.062,-2.005,-0.115,48.767,46.143,-71.472
-2.283,-2.742,-1.172,92.163,12.695,-73.975
-0.464,-1.34,-2.144,114.258,1.16,-35.278
2.263,2.565,-1.392,68.298,22.583,65.43
2.058,1.086,-2.297,-7.69,57.007,116.333
-0.201,-2.163,-1.847,-70.19,77.209,75.012
-1.01,-4.015,-2.866,-70.679,63.416,97.046
0.703,-5.838,-2.876,-39.978,38.33,109.07
0.115,-5.379,-4.091,0.244,-7.507,37.537
1.536,-3.015,-4.335,25.513,-36.316,14.099
2.369,-0.388,-3.957,16.235,-36.804,65.125
2.842,0.249,-4.144,-30.701,-10.193,145.63
3.579,-1.718,-4.11,-68.848,20.508,130.615
1.876,-3.972,-5.149,-74.646,37.781,62.317
1.144,-4.307,-5.623,-49.988,24.841,25.879
0.0,-5.374,-6.45,-12.817,-5.615,-30.945
1.904,-2.517,-4.809,8.911,-20.935,-99.609
5.929,-0.479,-3.819,17.395,6.714,-27.039
11.082,-1.904,-3.235,27.283,83.252,24.536
10.192,-4.053,-2.45,43.945,150.024,-126.587
8.317,-6.359,-2.431,84.045,223.206,-223.389
5.474,-6.747,-2.646,137.695,287.415,-214.6
3.857,-9.542,-2.311,192.322,330.017,-191.162
2.354,-9.656,-3.015,251.892,365.051,-206.848
4.067,-12.25,-0.081,311.707,405.762,-188.049
13.614,-29.668,14.284,455.322,484.68,33.203
27.113,-70.595,45.588,771.912,398.987,52.673
-128.314,3.804,48.766,788.818,-304.321,-554.443
-141.253,-0.301,-4.622,304.749,-1947.632,366.15
-7.498,-24.404,39.568,-165.588,-1658.875,797.363
-22.557,-48.273,41.875,-759.705,-1440.613,372.803
16.992,11.307,43.531,-725.22,-805.542,663.757
13.169,8.307,40.415,-511.78,-364.502,401.184
5.632,-3.086,42.062,-152.893,-249.878,77.454
21.366,15.911,37.243,-27.039,-171.875,-194.092
8.585,44.54,18.045,-152.344,-68.176,19.348
4.039,25.658,14.236,-214.172,-50.354,166.26
1.077,13.36,14.255,-122.009,-62.439,15.503
6.202,-10.025,9.432,19.409,-91.736,-85.754
5.627,-2.225,7.34,117.065,-86.365,-104.187
5.024,-0.919,4.292,219.055,-60.852,-154.602
1.89,-2.483,2.168,277.954,-36.804,-190.308
-0.924,-4.063,-0.148,305.115,-21.301,-208.435
0.019,-4.488,-1.742,321.35,2.563,-233.154
2.249,-1.938,0.12,313.843,40.588,-244.812
-1.177,-5.441,-1.732,294.373,66.65,-190.674
0.598,-3.742,-2.048,245.3,73.608,-229.492
-0.77,-7.417,-0.445,203.796,75.439,-271.118
0.388,-7.455,-1.215,179.077,75.439,-235.046
0.971,-6.656,-1.086,167.358,75.562,-149.17
0.33,-6.436,-0.531,158.63,63.538,-92.285
-0.976,-2.57,-0.345,142.944,41.626,-117.615
0.517,-2.397,2.019,146.668,24.841,14.709
3.292,-5.326,1.297,173.645,-4.639,61.462
1.89,-8.872,3.149,184.998,-26.306,-62.195
8.431,-14.623,1.804,250.0,-2.502,-42.786
3.077,-13.719,-3.149,286.682,22.278,-144.226
1.694,-4.713,-0.45,255.676,60.791,-357.91
-0.66,-5.029,-1.254,182.312,114.136,-415.527
1.038,-4.503,-0.55,120.85,136.169,-296.692
2.527,-4.981,-0.345,63.599,134.277,-182.983
2.728,-5.747,-1.302,26.245,119.385,-153.381
2.34,-5.517,-1.11,8.057,104.614,-153.259
2.694,-4.962,-3.12,0.122,92.102,-146.118
1.67,-4.522,-2.976,6.409,81.604,-103.699
0.033,-4.264,-2.833,17.395,63.171,-101.135
0.407,-3.086,-2.498,22.888,43.152,-113.281
-0.11,-2.287,-2.316,25.085,26.123,-123.169
-0.507,-1.378,-0.445,17.517,9.766,-119.263
-0.565,-1.373,1.622,7.69,1.099,-78.735
-0.12,-1.78,2.962,-3.723,-4.883,-9.277
0.699,-1.948,1.756,-12.268,-9.644,33.997
-0.225,-0.306,0.254,-12.939,-19.897,47.607
-2.833,0.014,-0.813,-4.272,-42.114,58.899
-3.436,-0.751,1.22,8.179,-67.444,29.541
-0.589,0.11,0.914,29.236,-82.214,22.644
3.35,0.737,0.761,50.11,-56.335,94.421
3.316,3.79,0.397,53.101,-25.696,104.492
0.809,6.321,-0.282,31.555,-0.61,-10.498
0.191,5.139,-0.45,15.015,15.015,-74.097
1.311,3.503,0.459,13.672,37.231,-35.156
1.388,2.259,0.981,25.269,56.519,-18.677
1.335,1.311,1.172,44.983,66.895,-16.357
0.23,-0.636,1.823,79.651,72.388,-5.737
0.124,-1.268,1.431,105.225,70.74,-34.851
-0.325,0.943,1.713,119.202,69.458,-61.951
0.565,-0.172,1.723,137.085,74.768,31.677
0.0,-3.464,1.081,160.156,69.702,88.989
-1.34,-3.33,0.282,172.913,51.331,18.433
-2.641,-2.761,-1.263,172.73,37.17,-45.776
-1.196,-1.316,-1.55,167.725,32.043,-13.489
-0.407,-1.263,-1.134,154.968,29.846,27.039
-0.967,-1.278,-1.555,138.855,24.292,9.583
-1.077,-1.125,-1.823,117.004,18.494,1.038
-0.364,-0.134,-1.321,95.581,18.616,19.104
-0.876,0.9,-1.139,62.073,20.386,-2.014
-0.804,1.206,-0.967,32.043,22.705,-15.137
-0.962,0.383,-1.043,16.418,23.804,7.751
-1.22,0.531,-1.345,3.357,20.569,25.208
-0.943,-0.933,-1.871,-5.127,13.184,13.367
-1.182,-1.101,-2.316,-14.404,1.953,-2.258
-1.57,-0.182,-2.168,-33.997,-11.719,-4.7
-0.345,-1.23,-1.828,-52.124,-18.311,19.348
0.292,-0.522,-0.813,-78.918,-23.987,18.921
-0.177,-0.038,-0.775,-104.187,-32.349,-0.122
-0.134,0.407,-0.981,-125.671,-44.8,6.165
0.435,-0.325,-1.474,-140.869,-54.26,5.859
-0.426,-1.378,-0.598,-144.531,-64.27,20.874
0.469,-2.45,-1.091,-140.869,-69.031,39.246
